Bigram                                                     Count                              P(Without Smoothing)                         P(Add-one Smoothing)                         
('following', 'the')                                            1                        0.0006993006993006993                       0.00010993843447669306
('the', 'Nov.')                                                 1                                          0.5                       0.00011930326890956812
('Nov.', '8')                                                   1                           0.3333333333333333                       0.00011929615269907546
('meeting', '.')                                                4                         0.004004004004004004                       0.00028151568042339957
('Among', 'those')                                              1                          0.07692307692307693                       0.00011922503725782414
('those', 'sighing')                                            1                                          1.0                       0.00011931038596909861
('sighing', 'with')                                             1                         0.009174311926605505                        0.0001185466184577085
('with', 'relief')                                              1                           0.3333333333333333                       0.00011929615269907546
('relief', 'was')                                               1                         0.005714285714285714                       0.00011808466670602822
('was', 'John')                                                 1                         0.023255813953488372                       0.00011901219875037192
('John', 'H.')                                                  1                          0.09090909090909091                        0.0001192392535622727
('H.', 'Gutfreund')                                             1                                          1.0                       0.00011931038596909861
('of', 'Salomon')                                               1                                          0.5                       0.00011930326890956812
('Brothers', ',')                                               1                        0.0004940711462450593                       0.00010646225912913872
('who', 'took')                                                 1                          0.08333333333333333                        0.0001192321449862883
('took', 'to')                                                  3                         0.004622496147919877                       0.00022973981965424158
('firm', "'s")                                                  2                         0.005194805194805195                        0.0001749577185513501
("'s", 'trading')                                               1                          0.07142857142857142                       0.00011921793037672866
('trading', 'floor')                                            1                                         0.25                       0.00011928903733746869
('to', 'monitor')                                               2                                          1.0                       0.00017895490336435218
('monitor', 'yesterday')                                        1                          0.07142857142857142                       0.00011921793037672866
('yesterday', "'s")                                             1                        0.0025974025974025974                        0.0001166384790342334
("'s", 'events')                                                2                           0.6666666666666666                        0.0001789442290486132
('events', '.')                                                 1                         0.001001001001001001                       0.00011260627216935983
('``', 'Mattel')                                                1                                          1.0                       0.00011931038596909861
('Mattel', "'s")                                                1                        0.0025974025974025974                        0.0001166384790342334
("'s", 'world-wide')                                            1                                          0.5                       0.00011930326890956812
('world-wide', 'volume')                                        1                                          0.5                       0.00011930326890956812
('volume', 'has')                                               1                         0.011111111111111112                       0.00011868027533823879
('grown', '25')                                                 1                           0.3333333333333333                       0.00011929615269907546
('25', '%')                                                     2                         0.037037037037037035                       0.00017840152235965747
('%', 'in')                                                     3                         0.008356545961002786                       0.00023363121313007418
('a', 'climate')                                                1                                          1.0                       0.00011931038596909861
('climate', 'of')                                               1                        0.0010660980810234541                       0.00011299435028248587
('of', 'relatively')                                            1                                          1.0                       0.00011931038596909861
('relatively', 'flat')                                          1                                          0.5                       0.00011930326890956812
('flat', 'industry')                                            1                          0.08333333333333333                        0.0001192321449862883
('industry', 'sales')                                           1                          0.06666666666666667                       0.00011921082434285033
('sales', ',')                                                  3                        0.0014822134387351778                       0.00021292451825827744
('John', 'W.')                                                  1                          0.06666666666666667                       0.00011921082434285033
('W.', 'Amerman')                                               1                                          1.0                       0.00011931038596909861
('Amerman', ',')                                                1                        0.0004940711462450593                       0.00010646225912913872
('In', 'Japanese')                                              1                          0.14285714285714285                       0.00011926769634444511
('Japanese', 'firms')                                           1                                         0.25                       0.00011928903733746869
('firms', ',')                                                  2                        0.0009881422924901185                       0.00015969338869370808
('usually', 'is')                                               1                           0.0053475935828877                       0.00011800106200955809
('is', 'in')                                                    1                         0.002785515320334262                       0.00011681560656503709
('in', 'charge')                                                1                                          1.0                       0.00011931038596909861
('charge', 'of')                                                1                        0.0010660980810234541                       0.00011299435028248587
('of', 'day-to-day')                                            1                                          0.5                       0.00011930326890956812
('day-to-day', 'operations')                                    1                                        0.125                       0.00011926058437686345
('operations', ',')                                             2                        0.0009881422924901185                       0.00015969338869370808
(',', 'while')                                                  3                                        0.375                        0.0002385211687537269
('while', 'the')                                                2                        0.0013986013986013986                       0.00016490765171503957
('role', 'is')                                                  1                           0.0053475935828877                       0.00011800106200955809
('is', 'more')                                                  3                                         0.12                        0.0002382796211354024
('more', 'a')                                                   1                         0.001718213058419244                       0.00011531365313653136
('a', 'ceremonial')                                             1                                          1.0                       0.00011931038596909861
('ceremonial', 'one')                                           1                         0.037037037037037035                       0.00011912561796414319
('one', '.')                                                    2                         0.002002002002002002                       0.00016890940825403975
('.', 'Still')                                                  1                                          1.0                       0.00011931038596909861
('Still', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
('was', 'in')                                                   3                         0.008356545961002786                       0.00023363121313007418
('in', 'Argentine')                                             1                                          1.0                       0.00011931038596909861
('Argentine', 'editions')                                       1                                          1.0                       0.00011931038596909861
('that', 'his')                                                 3                                       0.0375                       0.00023750148438427741
('his', 'countrymen')                                           1                                          1.0                       0.00011931038596909861
('countrymen', 'first')                                         1                                          0.1                       0.00011924636298592893
('first', 'read')                                               1                                          0.5                       0.00011930326890956812
('read', 'his')                                                 1                                       0.0125                       0.00011875074219213871
('his', 'story')                                                1                                          1.0                       0.00011931038596909861
('story', 'of')                                                 1                        0.0010660980810234541                       0.00011299435028248587
('of', 'Pascal')                                                1                                          1.0                       0.00011931038596909861
('Pascal', 'Duarte')                                            1                                          1.0                       0.00011931038596909861
('Duarte', ',')                                                 1                        0.0004940711462450593                       0.00010646225912913872
('a', 'field')                                                  2                                          1.0                       0.00017895490336435218
('worker', 'who')                                               1                          0.01020408163265306                       0.00011862396204033214
('who', 'stabbed')                                              1                                          1.0                       0.00011931038596909861
('stabbed', 'his')                                              1                                       0.0125                       0.00011875074219213871
('his', 'mother')                                               1                                          1.0                       0.00011931038596909861
('mother', 'to')                                                1                        0.0015408320493066256                       0.00011486990982712079
('death', 'and')                                                1                        0.0014771048744460858                       0.00011468547508458054
('and', 'has')                                                  1                         0.011111111111111112                       0.00011868027533823879
('has', 'no')                                                   2                          0.10526315789473684                       0.00017877361301471903
('no', 'regrets')                                               1                                          1.0                       0.00011931038596909861
('regrets', 'as')                                               1                         0.006666666666666667                       0.00011825922421948912
('as', 'he')                                                    2                         0.023255813953488372                       0.00017806267806267807
('he', 'awaits')                                                1                                          1.0                       0.00011931038596909861
('his', 'end')                                                  1                                        0.125                       0.00011926058437686345
('end', 'in')                                                   1                         0.002785515320334262                       0.00011681560656503709
('a', 'prison')                                                 1                                          1.0                       0.00011931038596909861
('prison', 'cell')                                              1                                          1.0                       0.00011931038596909861
('cell', ':')                                                   1                         0.038461538461538464                       0.00011913271384322135
('``', 'Fate')                                                  1                                          1.0                       0.00011931038596909861
('Fate', 'directs')                                             1                                          1.0                       0.00011931038596909861
('directs', 'some')                                             1                         0.043478260869565216                       0.00011915400655347036
('some', 'men')                                                 1                                         0.25                       0.00011928903733746869
('men', 'down')                                                 1                          0.05555555555555555                       0.00011918951132300358
('down', 'the')                                                 7                        0.0048951048951048955                       0.00043975373790677223
('flower-bordered', 'path')                                     1                                          0.5                       0.00011930326890956812
('path', ',')                                                   1                        0.0004940711462450593                       0.00010646225912913872
('and', 'others')                                               3                                          0.5                       0.00023854961832061068
('others', 'down')                                              1                          0.05555555555555555                       0.00011918951132300358
('road', 'bordered')                                            1                                          1.0                       0.00011931038596909861
('bordered', 'with')                                            1                         0.009174311926605505                        0.0001185466184577085
('with', 'thistles')                                            1                                          1.0                       0.00011931038596909861
('and', 'prickly')                                              1                                          1.0                       0.00011931038596909861
('prickly', 'pears')                                            1                                          1.0                       0.00011931038596909861
('pears', '.')                                                  1                         0.001001001001001001                       0.00011260627216935983
('G.', 'Hodson')                                                1                                          0.5                       0.00011930326890956812
('Hodson', ',')                                                 1                        0.0004940711462450593                       0.00010646225912913872
(',', '65')                                                     3                                          1.0                       0.00023859230539815092
('65', ',')                                                     2                        0.0009881422924901185                       0.00015969338869370808
('retired', 'as')                                               1                         0.006666666666666667                       0.00011825922421948912
('chairman', 'but')                                             1                          0.02857142857142857                       0.00011906888134785973
('remain', 'a')                                                 4                         0.006872852233676976                        0.0002882841328413284
('.', 'While')                                                  1                           0.3333333333333333                       0.00011929615269907546
('While', 'Steppenwolf')                                        1                                          1.0                       0.00011931038596909861
('Steppenwolf', 'was')                                          1                         0.005714285714285714                       0.00011808466670602822
('in', 'London')                                                4                                          0.8                       0.00029820480706148984
('London', 'with')                                              1                         0.009174311926605505                        0.0001185466184577085
('with', '``')                                                  1                         0.004032258064516129                       0.00011757789535567314
('The', 'Grapes')                                               1                                          1.0                       0.00011931038596909861
('Grapes', 'of')                                                1                        0.0010660980810234541                       0.00011299435028248587
('of', 'Wrath')                                                 1                                          1.0                       0.00011931038596909861
('Wrath', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
("''", 'Bruce')                                                 1                           0.3333333333333333                       0.00011929615269907546
('Bruce', 'Sagan')                                              1                                          1.0                       0.00011931038596909861
('Sagan', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
('directors', ',')                                              7                         0.003458498023715415                       0.00042584903651655487
(',', 'quietly')                                                1                                          1.0                       0.00011931038596909861
('quietly', 'returned')                                         1                                         0.25                       0.00011928903733746869
('returned', 'to')                                              2                        0.0030816640986132513                       0.00017230486474068118
('to', 'Chicago')                                               1                                          0.2                       0.00011928192282459593
('Chicago', 'to')                                               1                        0.0015408320493066256                       0.00011486990982712079
('to', 'buy')                                                   4                                          0.4                        0.0002981159074648223
('buy', 'a')                                                    1                         0.001718213058419244                       0.00011531365313653136
('a', 'piece')                                                  1                                          1.0                       0.00011931038596909861
('piece', 'of')                                                 1                        0.0010660980810234541                       0.00011299435028248587
('of', 'real')                                                  1                                          0.1                       0.00011924636298592893
('the', 'city')                                                 3                                          1.0                       0.00023859230539815092
('city', "'s")                                                  2                         0.005194805194805195                        0.0001749577185513501
("'s", 'rapidly')                                               1                                          0.5                       0.00011930326890956812
('rapidly', 'reviving')                                         1                                          0.5                       0.00011930326890956812
('reviving', 'North')                                           1                                          0.5                       0.00011930326890956812
('North', 'Halsted')                                            1                                          1.0                       0.00011931038596909861
('Halsted', 'Street')                                           1                          0.16666666666666666                       0.00011927480916030534
('Street', 'restaurant')                                        1                                          1.0                       0.00011931038596909861
('restaurant', 'and')                                           1                        0.0014771048744460858                       0.00011468547508458054
('theater', 'district')                                         1                                          0.5                       0.00011930326890956812
('district', '.')                                               1                         0.001001001001001001                       0.00011260627216935983
('.', 'BNL')                                                    1                                          1.0                       0.00011931038596909861
('BNL', 'also')                                                 1                         0.017857142857142856                       0.00011892020454275182
('board', 'had')                                                5                          0.10416666666666667                        0.0003569303985722784
('had', 'approved')                                             2                                        0.125                        0.0001788055787340565
('approved', '``')                                              1                         0.004032258064516129                       0.00011757789535567314
('``', 'after')                                                 1                          0.03571428571428571                       0.00011911852293031566
('an', 'in-depth')                                              1                                          1.0                       0.00011931038596909861
('in-depth', 'discussion')                                      1                                          1.0                       0.00011931038596909861
('discussion', ',')                                             1                        0.0004940711462450593                       0.00010646225912913872
("''", 'a')                                                     1                         0.001718213058419244                       0.00011531365313653136
('a', 'letter')                                                 2                           0.2222222222222222                       0.00017888020988611293
('letter', 'to')                                                6                         0.009244992295839754                       0.00040204468439492273
('the', 'Bank')                                                 1                          0.07142857142857142                       0.00011921793037672866
('Bank', 'of')                                                  4                        0.0042643923240938165                        0.0002824858757062147
('of', 'Italy')                                                 1                                          1.0                       0.00011931038596909861
('Italy', 'outlining')                                          1                                          1.0                       0.00011931038596909861
('measures', 'the')                                             1                        0.0006993006993006993                       0.00010993843447669306
('the', 'state-owned')                                          1                                          1.0                       0.00011931038596909861
('state-owned', 'bank')                                         1                         0.034482758620689655                       0.00011911142874158776
('bank', 'has')                                                 1                         0.011111111111111112                       0.00011868027533823879
('has', 'taken')                                                1                          0.16666666666666666                       0.00011927480916030534
('taken', 'or')                                                 1                         0.017857142857142856                       0.00011892020454275182
('or', 'plans')                                                 1                         0.058823529411764705                       0.00011919661481613922
('to', 'take')                                                  7                                       0.4375                       0.00047681487662415065
('take', 'to')                                                  1                        0.0015408320493066256                       0.00011486990982712079
('to', 'improve')                                               2                           0.6666666666666666                        0.0001789442290486132
('controls', 'on')                                              1                         0.006666666666666667                       0.00011825922421948912
('its', 'foreign')                                              1                          0.16666666666666666                       0.00011927480916030534
('foreign', 'branches')                                         1                                          1.0                       0.00011931038596909861
('branches', '.')                                               1                         0.001001001001001001                       0.00011260627216935983
('.', 'Some')                                                   3                                          0.5                       0.00023854961832061068
('Some', '$')                                                   1                                         0.01                       0.00011860989206499822
('$', '170')                                                    1                                          1.0                       0.00011931038596909861
('170', 'million')                                              1                         0.019230769230769232                       0.00011894849530153443
('million', 'of')                                               3                        0.0031982942430703624                       0.00022598870056497175
('the', '$')                                                   10                                          0.1                        0.0006523544063574903
('$', '233')                                                    1                                          1.0                       0.00011931038596909861
('million', 'increase')                                         1                          0.14285714285714285                       0.00011926769634444511
('increase', 'in')                                              4                         0.011142061281337047                        0.0002920390164125927
('in', 'nonperforming')                                         1                                          1.0                       0.00011931038596909861
('nonperforming', 'loans')                                      1                                         0.25                       0.00011928903733746869
('loans', 'was')                                                1                         0.005714285714285714                       0.00011808466670602822
('was', 'related')                                              1                           0.3333333333333333                       0.00011929615269907546
('related', 'to')                                               1                        0.0015408320493066256                       0.00011486990982712079
('to', 'real')                                                  1                                          0.1                       0.00011924636298592893
('estate', ',')                                                 1                        0.0004940711462450593                       0.00010646225912913872
('and', 'roughly')                                              1                                          1.0                       0.00011931038596909861
('roughly', 'three-quarters')                                   1                                          1.0                       0.00011931038596909861
('three-quarters', 'of')                                        1                        0.0010660980810234541                       0.00011299435028248587
('of', 'that')                                                  1                        0.0038910505836575876                       0.00011751571772724602
('the', 'troubled')                                             1                           0.3333333333333333                       0.00011929615269907546
('troubled', 'New')                                             1                         0.030303030303030304                       0.00011908306043465317
('New', 'England')                                              3                                          1.0                       0.00023859230539815092
('to', 'Richard')                                               1                         0.047619047619047616                       0.00011916820592265983
('Richard', 'Driscoll')                                         2                                          1.0                       0.00017895490336435218
('Driscoll', ',')                                               2                        0.0009881422924901185                       0.00015969338869370808
('.', 'David')                                                  5                           0.2631578947368421                       0.00035754722602943806
('R.', 'Jackson')                                               1                                          1.0                       0.00011931038596909861
('Jackson', ',')                                                1                        0.0004940711462450593                       0.00010646225912913872
('president', ',')                                             19                         0.009387351778656126                        0.0010646225912913873
(',', 'managing')                                               1                           0.3333333333333333                       0.00011929615269907546
('managing', 'director')                                        1                         0.022727272727272728                       0.00011900511722004047
('of', 'corporate')                                             2                                         0.25                       0.00017889087656529517
('communications', 'for')                                       1                          0.00641025641025641                       0.00011821728336682824
('for', 'Maxwell')                                              1                          0.14285714285714285                       0.00011926769634444511
('Maxwell', 'Communication')                                    1                                          0.5                       0.00011930326890956812
('Communication', 'Inc.')                                       1                           0.0196078431372549                       0.00011895557009456968
('named', 'vice')                                               4                          0.07142857142857142                       0.00029730051135687955
('and', 'assistant')                                            1                           0.3333333333333333                       0.00011929615269907546
('assistant', 'to')                                             3                         0.004622496147919877                       0.00022973981965424158
('this', 'maker')                                               5                                       0.3125                         0.000357611157468113
('maker', 'of')                                                 7                         0.007462686567164179                        0.0004519774011299435
('of', 'alcoholic')                                             1                                          1.0                       0.00011931038596909861
('beverages', 'and')                                            1                        0.0014771048744460858                       0.00011468547508458054
('and', 'consumer')                                             1                                         0.25                       0.00011928903733746869
('consumer', 'products')                                        1                          0.07692307692307693                       0.00011922503725782414
('products', '.')                                               2                         0.002002002002002002                       0.00016890940825403975
('.', 'Claude')                                                 1                                          0.5                       0.00011930326890956812
('Claude', 'Bebear')                                            2                                          1.0                       0.00017895490336435218
('Bebear', ',')                                                 2                        0.0009881422924901185                       0.00015969338869370808
(',', 'of')                                                     7                         0.007462686567164179                        0.0004519774011299435
('of', 'Axa-Midi')                                              1                                          1.0                       0.00011931038596909861
('Axa-Midi', 'Assurances')                                      1                                          1.0                       0.00011931038596909861
('Assurances', ',')                                             1                        0.0004940711462450593                       0.00010646225912913872
(',', 'pledged')                                                1                                          0.5                       0.00011930326890956812
('pledged', 'to')                                               1                        0.0015408320493066256                       0.00011486990982712079
('to', 'retain')                                                1                                          0.5                       0.00011930326890956812
('employees', 'and')                                            1                        0.0014771048744460858                       0.00011468547508458054
('and', 'management')                                           4                          0.17391304347826086                        0.0002978850163836759
('management', 'of')                                            2                        0.0021321961620469083                       0.00016949152542372882
('of', 'Farmers')                                               1                                          0.5                       0.00011930326890956812
('Farmers', 'Group')                                            1                          0.05555555555555555                       0.00011918951132300358
('Group', 'Inc.')                                               4                           0.0784313725490196                        0.0002973889252364242
('including', 'Leo')                                            1                                          0.5                       0.00011930326890956812
('E.', 'Denlea')                                                1                                          1.0                       0.00011931038596909861
('Denlea', 'Jr.')                                               1                          0.03571428571428571                       0.00011911852293031566
('if', 'Axa')                                                   1                                          0.5                       0.00011930326890956812
('Axa', 'succeeds')                                             1                          0.07142857142857142                       0.00011921793037672866
('in', 'acquiring')                                             1                           0.3333333333333333                       0.00011929615269907546
('acquiring', 'Farmers')                                        1                                          0.5                       0.00011930326890956812
('Farmers', '.')                                                1                         0.001001001001001001                       0.00011260627216935983
('.', 'Confusion')                                              1                                          1.0                       0.00011931038596909861
('Confusion', 'about')                                          1                         0.023809523809523808                       0.00011901928112354201
('about', 'the')                                                4                         0.002797202797202797                       0.00027484608619173266
('two', 'banks')                                                1                          0.09090909090909091                        0.0001192392535622727
('banks', "'")                                                  1                         0.045454545454545456                       0.00011916110581506196
("'", 'hurried')                                                1                                          1.0                       0.00011931038596909861
('efforts', 'to')                                               2                        0.0030816640986132513                       0.00017230486474068118
('to', 'round')                                                 1                           0.3333333333333333                       0.00011929615269907546
('round', 'up')                                                 1                                      0.03125                       0.00011909015124449208
('up', 'financing')                                             1                          0.16666666666666666                       0.00011927480916030534
('for', 'a')                                                   15                          0.02577319587628866                        0.0009225092250922509
('bid', 'that')                                                 4                          0.01556420233463035                       0.00029378929431811505
('board', 'has')                                                9                                          0.1                        0.0005934013766911939
('even', 'seen')                                                1                                          0.2                       0.00011928192282459593
('seen', 'yet')                                                 1                                          0.2                       0.00011928192282459593
('yet', 'helped')                                               1                                          0.5                       0.00011930326890956812
('helped', 'send')                                              1                                          1.0                       0.00011931038596909861
('send', 'UAL')                                                 1                         0.024390243902439025                       0.00011902636433970124
('stock', 'spiraling')                                          1                                          1.0                       0.00011931038596909861
('spiraling', 'downward')                                       1                                          0.5                       0.00011930326890956812
('downward', '.')                                               1                         0.001001001001001001                       0.00011260627216935983
('.', 'Holders')                                                1                                          1.0                       0.00011931038596909861
('Holders', 'at')                                               1                                         0.01                       0.00011860989206499822
('the', 'meeting')                                              2                          0.09090909090909091                       0.00017874165872259294
('meeting', 'elected')                                          1                          0.02857142857142857                       0.00011906888134785973
('elected', 'a')                                                5                          0.00859106529209622                       0.00034594095940959407
('a', 'full')                                                   1                                          0.2                       0.00011928192282459593
('full', 'slate')                                               1                                          0.5                       0.00011930326890956812
('slate', 'of')                                                 2                        0.0021321961620469083                       0.00016949152542372882
('of', 'Canadian')                                              1                                         0.25                       0.00011928903733746869
('Canadian', 'Express')                                         1                                          0.2                       0.00011928192282459593
('Express', 'nominees')                                         1                                          0.5                       0.00011930326890956812
('nominees', 'to')                                              1                        0.0015408320493066256                       0.00011486990982712079
('Enfield', "'s")                                               1                        0.0025974025974025974                        0.0001166384790342334
("'s", '11-member')                                             1                                          1.0                       0.00011931038596909861
